"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Potentilla crantzii","(Crantz) Beck ex Fritsch",2954312,53,17
"Dasiphora glabra","(G.Lodd.) Soják",2947921,5,4
"Argentina glabriuscula","(T.T.Yu & C.L.Li) Soják",3001618,0,0
"Argentina gombalana","(Hand.-Mazz.) Soják",3001606,0,0
"Potentilla granulosa","T.T.Yu & C.L.Li",2955198,0,0
"Potentilla griffithii","Hook.f.",2955205,4,1
"Potentilla hololeuca","Boiss.",2955603,3,3
"Potentilla hypargyrea","Hand.-Mazz.",2955359,0,0
"Sibbaldianthe imbricata","(Kar. & Kir.) Mosyakin & Shiyan",3016213,0,0
"Potentilla inclinata","Vill.",2955342,28,14
"Potentilla sundaica","(Blume) W.Theob.",2957605,1,1
"Potentilla lancinata","Cardot",2955718,1,1
"Potentilla limprichtii","J.Krause",2955813,0,0
"Argentina lineata","(Trevir.) Soják",3001621,3,2
"Potentilla longifolia","Willd. ex D.F.K.Schltdl.",2955833,7,2
"Potentilla macrosepala","Cardot",2955879,0,0
"Potentilla multicaulis","Bunge",2956080,0,0
"Potentilla multiceps","T.T.Yu & C.L.Li",2956081,0,0
"Potentilla multifida","L.",2956083,33,16
"Potentilla nervosa","Juz.",2956173,0,0
"Potentilla nivea","L.",2956225,17,7
"Potentilla pamiroalaica","Juz.",2956486,2,2
"Dasiphora parvifolia","(Fisch. ex Lehm.) Juz.",2947930,11,6
"Argentina peduncularis","(D.Don) Soják",3001646,10,7
"Potentilla pendula","T.T.Yu & C.L.Li",2956584,0,0
"Potentilla plumosa","T.T.Yu & C.L.Li",2956718,0,0
"Argentina polyphylla","(Wall. ex Lehm.) Soják",3001644,0,0
"Argentina polyphylloides","(H.Ikeda & H.Ohba) Y.H.Tong & N.H.Xia",3008584,0,0
"Potentilla potaninii","Th.Wolf",2956754,0,0
"Potentilla pseudosimulatrix","W.B.Liao, Si Feng Li & Z.Y.Yu",2956839,0,0
"Potentilla recta","L.",2956904,116,27
"Potentilla reptans","L.",2957027,45,20
"Potentilla rosulifera","H.Lév.",2957133,0,0
"Drymocallis rupestris","(L.) Soják",2948222,71,24
"Potentilla saundersiana","Royle",2957288,0,0
"Potentilla sericea","L.",2957339,8,4
"Potentilla simulatrix","Th.Wolf",2957411,0,0
"Potentilla sischanensis","Bunge ex Lehm.",2957416,0,0
"Argentina smithiana","(Hand.-Mazz.) Soják",3001631,0,0
"Argentina stenophylla","(Franch.) Soják",3001630,0,0
"Potentilla × subdigitata","T.T.Yu & C.L.Li",2957569,0,0
"Potentilla supina","L.",2957611,24,15
"Potentilla tanacetifolia","Willd. ex D.F.K.Schltdl.",2957736,3,2
"Potentilla taronensis","C.Y.Wu ex T.T.Yu & C.L.Li",2957750,0,0
"Argentina tugitakensis","(Masam.) Soják",3001637,0,0
"Argentina turfosa","(Hand.-Mazz.) Soják",3001666,0,0
"Potentilla verticillaris","Stephan ex Willd.",2958244,2,1
"Potentilla virgata","Lehm.",2958298,2,1
"Argentina wenchuensis","(H.Ikeda & H.Ohba) Y.H.Tong & N.H.Xia",3008743,0,0
"Potentilla xizangensis","T.T.Yu & C.L.Li",2958418,0,0
"Potentilla zhangbeiensis","Y.T.Chang & Z.T.Yin",2958431,0,0
"Pothoidium lobbianum","Schott",163619,1,1
"Pothos chinensis","(Raf.) Merr.",163659,8,6
"Pothos kerrii","Buchet ex P.C.Boyce",163722,0,0
"Pothos pilulifer","Buchet ex P.C.Boyce",163794,1,1
"Pothos repens","(Lour.) Druce",163807,4,4
"Pothos scandens","L.",163823,23,12
"Pottsia grandiflora","Markgr.",163870,0,0
"Pottsia laxiflora","(Blume) Kuntze",163873,1,1
"Planchonella annamensis","Pierre ex Dubard",156773,0,0
"Planchonella grandifolia","(Wall.) Pierre",156846,0,0
"Pouzolzia calophylla","W.T.Wang & C.J.Chen",2545275,0,0
"Pouzolzia niveotomentosa","W.T.Wang",2545081,0,0
"Pouzolzia sanguinea","(Blume) Merr.",2545067,0,0
"Pouzolzia zeylanica","(L.) Benn.",2545748,1,1
"Premna acutata","W.W.Sm.",164849,0,0
"Premna bracteata","Wall. ex C.B.Clarke",164881,0,0
"Premna cavaleriei","H.Lév.",164889,0,0
"Premna chevalieri","Dop",164891,0,0
"Premna confinis","C.Pei & S.L.Chen ex C.Y.Wu",164896,0,0
"Premna fulva","Craib",164946,0,0
"Premna tomentosa","Willd.",165181,4,3
"Premna fohaiensis","C.Pei & S.L.Chen ex C.Y.Wu",164940,0,0
"Premna fordii","Dunn",164941,0,0
"Premna glandulosa","Hand.-Mazz.",164952,0,0
"Premna hainanensis","Chun & F.C.How",164963,0,0
"Premna henryana","(Hand.-Mazz.) C.Y.Wu",164967,0,0
"Premna herbacea","Roxb.",164968,1,1
"Premna interrupta","Wall. ex Schauer",164982,1,1
"Premna serratifolia","L.",165146,17,12
"Premna mollissima","Roth",165050,7,3
"Premna ligustroides","Hemsl.",165007,0,0
"Premna odorata","Blanco",165073,8,5
"Premna microphylla","Turcz.",165046,5,2
"Premna oligantha","C.Y.Wu",165077,0,0
"Premna paisehensis","C.Pei & S.L.Chen",165083,0,0
"Premna puberula","Pamp.",165106,0,0
"Premna tapintzeana","Dop",165172,0,0
"Premna rubroglandulosa","C.Y.Wu",165136,0,0
"Premna scandens","Roxb.",165140,3,2
"Premna scoriarum","W.W.Sm.",165143,0,0
"Premna sunyiensis","C.Pei",165168,0,0
"Premna szemaoensis","C.Pei",165169,0,0
"Premna tenii","C.Pei",165174,0,0
"Premna urticifolia","Rehder",165188,0,0
"Premna velutina","Gürke",165191,0,0
"Primula advena","W.W.Sm.",2564975,0,0
"Primula aemula","Balf.f. & Forrest",2564969,0,0
"Primula aerinantha","Balf.f. & Purdom",2564972,0,0
"Primula agleniana","Balf.f. & Forrest",2564967,3,3
"Primula algida","Adams",2565020,23,7
"Primula aliciae","G.Taylor ex W.W.Sm.",2565031,0,0
"Primula alpicola","(W.W.Sm.) Stapf",2565026,43,14
"Primula alsophila","Balf.f. & Farrer",2565024,0,0
"Primula ambita","Balf.f.",2564999,0,0
"Primula amethystina","Franch.",2565009,1,1
"Primula anisodora","Balf.f. & Forrest",2564921,11,7
"Primula annulata","Balf.f. & Kingdon-Ward",2564922,0,0
"Primula apicicallosa","D.Fang",2564934,0,0
"Primula aromatica","W.W.Sm. & Forrest",2565010,0,0
"Primula asarifolia","H.R.Fletcher",2564917,0,0
"Primula atrodentata","W.W.Sm.",2564912,0,0
"Primula aurantiaca","W.W.Sm. & Forrest",2564933,18,6
"Primula baileyana","Kingdon-Ward",2564938,2,2
"Primula barbatula","W.W.Sm.",2564947,0,0
"Primula barbicalyx","C.H.Wright",2565049,0,0
"Primula bathangensis","Petitm.",2565114,0,0
"Primula bulleyana subsp. beesiana","(Forrest) A.J.Richards",2565095,59,19
"Primula bella","Franch.",2565120,2,1
"Primula bellidifolia","King ex Hook.f.",2565113,8,4
"Primula bergenioides","C.M.Hu & Y.Y.Geng",2565124,0,0
"Primula blattariformis","Franch.",2565097,0,0
"Primula blinii","H.Lév.",2565106,0,0
"Primula bomiensis","F.H.Chen & C.M.Hu",2565107,0,0
"Primula boreiocalliantha","Balf.f. & Forrest",2565148,1,1
"Primula bullata var. bracteata","(Franch.) P.Eveleigh, J.Nielsen & D.W.H.Rankin",3010189,2,1
"Primula bracteosa","Craib",2565137,4,2
"Primula bullata","Franch.",2565142,2,2
"Primula bulleyana","Forrest",2565143,58,20
"Primula buryana","Balf.f.",2565050,0,0
"Primula caldaria","W.W.Sm. & Forrest",2565058,2,2
"Primula calderiana","Balf.f. & R.E.Cooper",2565060,4,3
"Primula calliantha","Franch.",2565061,1,1
"Primula calthifolia","W.W.Sm.",2565040,0,0
"Primula candicans","W.W.Sm.",2565036,0,0
"Primula capitata","Hook.",2565032,24,10
"Primula cavaleriei","Petitm.",2565088,0,0
"Primula caveana","W.W.Sm.",2565091,2,1
"Primula cawdoriana","Kingdon-Ward",2565092,1,
"Primula celsiiformis","Balf.f.",2565093,0,0
"Primula cerina","H.R.Fletcher",2565073,0,0
"Primula cernua","Franch.",2565089,6,4
"Primula chamaedoron","W.W.Sm.",2565067,0,0
"Primula chamaethauma","W.W.Sm.",2565072,0,0
"Primula chapaensis","Gagnep.",2565074,0,0
"Primula chartacea","Franch.",2565075,0,0
"Primula chienii","W.P.Fang",2565078,0,0
"Primula chionantha","Balf.f. & Forrest",2564900,30,10
"Primula chionata","W.W.Sm.",3242422,0,0
"Primula chionogenes","H.R.Fletcher",2564727,0,0
"Primula chrysochlora","Balf.f. & Kingdon-Ward",2564739,0,0
"Primula chumbiensis","W.W.Sm.",2564734,0,0
"Primula chungensis","Balf.f. & Kingdon-Ward",2564735,29,9
"Primula cicutariifolia","Pax",2564737,0,0
"Primula cinerascens","Franch.",2564730,0,0
"Primula clutterbuckii","Kingdon-Ward",2564722,0,0
"Primula cockburniana","Hemsl.",2564714,25,10
"Primula coerulea","Forrest",2564716,0,0
"Primula comata","H.R.Fletcher",2564719,0,0
"Primula concholoba","Stapf & Sealy",2564738,6,3
"Primula concinna","G.Watt",2564757,1,
"Primula conspersa","Balf.f. & Purdom",2564762,2,1
"Primula crassa","Hand.-Mazz.",2564749,0,0
"Primula crocifolia","Pax & K.Hoffm.",2564662,0,0
"Primula cunninghamii","King ex Craib",2564669,0,0
"Primula davidii","Franch.",2564693,0,0
"Primula deflexa","Duthie",2564704,4,3
"Primula densa","Balf.f.",2564676,0,0
"Primula denticulata","Sm.",2564687,137,26
"Primula diantha","Bureau & Franch.",2564858,0,0
"Primula dickieana","G.Watt",2564860,2,1
"Primula divaricata","F.H.Chen & C.M.Hu",2564861,0,0
"Primula dryadifolia","Franch.",2564848,2,2
"Primula duclouxii","Petitm.",2564891,0,0
"Primula dumicola","W.W.Sm. & Forrest",2564893,0,0
"Primula eburnea","Balf.f. & R.E.Cooper",2564899,0,0
"Primula efarinosa","Pax",2564892,0,0
"Primula effusa","W.W.Sm. & Forrest",2564872,0,0
"Primula elizabethiae","Ludlow ex W.W.Sm.",2564836,0,0
"Primula elongata","G.Watt",2564791,1,
"Primula epilithica","F.H.Chen & C.M.Hu",2564789,0,0
"Primula epilosa","Craib",2564800,0,0
"Primula erratica","W.W.Sm.",2564796,1,1
"Primula erythrocarpa","Craib",2564776,3,2
"Primula esquirolii","Petitm.",2564778,0,0
"Primula euosma","Craib",2564782,0,0
"Primula hirsuta subsp. hirsuta",,3260787,11,3
"Primula faberi","Oliv.",2564823,0,0
"Primula fagosa","Balf.f. & Craib",2564825,0,0
"Primula falcifolia","Kingdon-Ward",2564826,1,1
"Primula fangii","F.H.Chen & C.M.Hu",2564832,2,2
"Primula fangingensis","F.H.Chen & C.M.Hu",2564835,0,0
"Primula farinosa","L.",2564807,74,21
"Primula farreriana","Balf.f.",2564821,0,0
"Primula fasciculata","Balf.f. & Kingdon-Ward",2564806,1,1
"Primula fenghwaiana","C.M.Hu & G.Hao",2905011,0,0
"Primula fernaldiana","W.W.Sm.",2564818,0,0
"Primula filchnerae","R.Knuth",2564819,0,0
"Primula firmipes","Balf.f. & Forrest",2565497,7,4
"Primula fistulosa","Turkev.",2565499,0,0
"Primula flabellifera","W.W.Sm.",2565510,0,0
"Primula flaccida","N.P.Balakr.",2565502,13,8
"Primula flava","Maxim.",2565505,0,0
"Primula florindae","Kingdon-Ward",2565481,113,23
"Primula filipes","G.Watt",2565207,13,8
"Primula bullata var. forrestii","(Balf.f.) P.Eveleigh, J.Nielsen & D.W.H.Rankin",3010211,12,6
"Primula gambeliana","G.Watt",2565527,0,0
"Primula gemmifera","Batalin",2565519,2,1
"Primula geraniifolia","Hook.f.",2565513,7,4
"Primula giraldiana","Pax",2565526,1,1
"Primula glabra","Klatt",2565518,0,0
"Primula glomerata","Pax",2565432,7,4
"Primula gracilenta","Dunn",2565417,0,0
"Primula gracilipes","Craib",2565418,7,3
"Primula graminifolia","Pax & K.Hoffm.",2565431,0,0
"Primula griffithii","(Watt) Pax",2565429,0,0
"Primula handeliana","W.W.Sm. & Forrest",2565467,2,2
"Primula helodoxa","Balf.f.",2565448,10,4
"Primula heucherifolia","Franch.",2565460,15,8
"Primula hilaris","W.W.Sm.",2565626,0,0
"Primula hoffmanniana","W.W.Sm.",2565636,2,2
"Primula homogama","F.H.Chen & C.M.Hu",2565632,0,0
"Primula hookeri","G.Watt",2565613,0,0
"Primula huashanensis","F.H.Chen & C.M.Hu",2565638,0,0
"Primula primulina","(Spreng.) H.Hara",2563879,4,2
"Primula hylobia","W.W.Sm.",2565669,0,0
"Primula hypoleuca","Hand.-Mazz.",2565647,0,0
"Primula inopinata","H.R.Fletcher",2565608,0,0
"Primula interjacens","F.H.Chen",2565566,0,0
"Primula ioessa","W.W.Sm.",2565546,6,5
"Primula jaffreyana","King",2565551,0,0
"Primula jucunda","W.W.Sm.",2565594,0,0
"Primula kialensis","Franch.",2565602,0,0
"Primula kingii","G.Watt",2565580,0,0
"Primula klattii","N.P.Balakr.",2565586,0,0
"Primula klaveriana","Forrest",2565587,0,0
"Primula knuthiana","Pax",2565589,0,0
"Primula glabra subsp. kongboensis","(Kingdon-Ward) Halda",2565520,0,0
"Primula kwangtungensis","W.W.Sm.",2565245,0,0
"Primula kweichouensis","W.W.Sm.",2565246,0,0
"Primula lacerata","W.W.Sm.",2565251,0,0
"Primula laciniata","Pax & K.Hoffm.",2565252,0,0
"Primula lactucoides","F.H.Chen & C.M.Hu",2565227,0,0
"Primula latisecta","W.W.Sm.",2565278,2,1
"Primula laxiuscula","W.W.Sm.",2565280,0,0
"Primula leptophylla","Craib",2565272,0,0
"Primula levicalyx","C.M.Hu & Z.R.Xu",2565271,0,0
"Primula limbata","Balf.f. & Forrest",2565180,1,1
"Primula lithophila","F.H.Chen & C.M.Hu",2565185,0,0
"Primula littledalei","Balf.f. & G.Watt",2565187,0,0
"Primula jesoana","Miq.",2565555,10,3
"Primula longiscapa","Ledeb.",2565176,1,1
"Primula lungchiensis","W.P.Fang",2565174,0,0
"Primula macrophylla","D.Don",2565219,2,1
"Primula yunnanensis subsp. maikhaensis","(Balf.f. & Forrest) Halda",2564503,0,0
"Primula malacoides","Franch.",2565208,27,19
"Primula mallophylla","Balf.f.",2565202,0,0
"Primula malvacea","Franch.",2565203,0,0
"Primula maximowiczii","Regel",2565371,4,3
"Primula megalocarpa","H.Hara",2565368,1,
"Primula meiotera","(W.W.Sm. & H.R.Fletcher) C.M.Hu",2565380,0,0
"Primula melanantha","(Franch.) C.M.Hu",2565360,2,2
"Primula melanodonta","W.W.Sm.",2565381,0,0
"Primula chionantha subsp. melanops","(W.W.Sm. & Kingdon-Ward) A.J.Richards",2564949,7,3
"Primula yunnanensis subsp. membranifolia","(Franch.) Halda",2564495,0,0
"Primula merrilliana","Schltr.",2565354,0,0
"Primula minor","Balf.f. & Kingdon-Ward",2565358,0,0
"Primula minutissima","Jacquem. ex Duby",2565401,1,1
"Primula miyabeana","T.It? & Kawak.",2565407,1,1
"Primula mollis","Nutt. ex Hook.",2565296,7,3
"Primula monticola","(Hand.-Mazz.) F.H.Chen & C.M.Hu",2565317,1,1
"Primula bella var. moschophora","(Balf.f. & Forrest) S.K.Basak & Maiti",2998065,0,0
"Primula moupinensis","Franch.",2570727,3,2
"Primula muscarioides","Hemsl.",2565340,10,5
"Primula muscoides","Hook.f. ex G.Watt",2565341,1,1
"Primula neurocalyx","Franch.",2565320,0,0
"Primula ninguida","W.W.Sm.",2565322,0,0
"Primula nivalis","Pall.",2565326,9,4
"Primula nutans","Georgi",2565333,6,4
"Primula nutantiflora","Hemsl.",2563684,0,0
"Primula obconica","Hance",2564724,42,24
"Primula obliqua","W.W.Sm.",2563949,1,
"Primula obsessa","W.W.Sm.",3239057,0,0
"Primula occlusa","W.W.Sm.",2563950,0,0
"Primula odontica","W.W.Sm.",2563931,0,0
"Primula odontocalyx","(Franch.) Pax",2563932,1,1
"Primula optata","Farrer ex Balf.f.",2563977,0,0
"Primula orbicularis","Hemsl.",2563978,2,2
"Primula oreodoxa","Franch.",2563981,0,0
"Primula ovalifolia","Franch.",2563987,0,0
"Primula oxygraphidifolia","W.W.Sm. & Kingdon-Ward",2563990,0,0
"Primula palmata","Hand.-Mazz.",2563963,3,2
"Primula partschiana","Pax",2563970,0,0
"Primula pauliana","W.W.Sm. & Forrest",2563880,0,0
"Primula pellucida","Franch.",2563889,0,0
"Primula petrocallis","F.H.Chen & C.M.Hu",2563865,0,0
"Primula pinnatifida","Franch.",2563875,3,2
"Primula poissonii","Franch.",2563918,29,10
"Primula polyneura","Franch.",2563903,40,16
"Primula praeflorens","F.H.Chen & C.M.Hu",2563899,0,0
"Primula praetermissa","W.W.Sm.",2563910,0,0
"Primula pulchella subsp. prattii","(Hemsl.) Halda",2564062,1,1
"Primula prenantha","Balf.f. & W.W.Sm.",2563905,1,1
"Primula prevernalis","F.H.Chen & C.M.Hu",2564009,0,0
"Primula pseudodenticulata","Pax",2564083,1,1
"Primula glabra subsp. pseudoglabra","(Hand.-Mazz.) Halda",2565521,0,0
"Primula pulchella","Franch.",2564070,3,2
"Primula pulverulenta","Duthie",2564067,54,19
"Primula pumilio","Maxim.",2564086,0,0
"Primula purdomii","Craib",2564105,1,1
"Primula pycnoloba","Bureau & Franch.",2564114,0,0
"Primula reflexa","Petitm.",2564088,0,0
"Primula reticulata","Wall.",2564010,8,6
"Primula rhodochroa","W.W.Sm.",2564019,0,0
"Primula rimicola","W.W.Sm.",2563995,0,0
"Primula rockii","W.W.Sm.",2563997,2,1
"Primula rotundifolia","Wall.",2564004,1,1
"Primula rubicunda","H.R.Fletcher",2564028,0,0
"Primula rubifolia","C.M.Hu",2563999,0,0
"Primula rugosa","N.P.Balakr.",2564043,0,0
"Primula runcinata","W.W.Sm. & H.R.Fletcher ex C.M.Hu",2564044,0,0
"Primula rupestris","Balf.f. & Farrer",2564054,0,0
"Primula rupicola","Balf.f. & Forrest",2564038,0,0
"Primula russeola","Balf.f. & Forrest",2564051,0,0
"Primula sandemaniana","W.W.Sm.",2564025,0,0
"Primula sapphirina","Hook.f. & Thomson ex G.Watt",2564027,0,0
"Primula saturata","W.W.Sm. & H.R.Fletcher",2564032,0,0
"Primula saxatilis","Kom.",2564036,23,12
"Primula scapigera","(Hook.f.) Craib",2563686,2,1
"Primula tayloriana subsp. scopulorum","(Balf.f. & Farrer) Halda",2563808,0,0
"Primula secundiflora","Franch.",2563696,36,13
"Primula septemloba","Franch.",2563672,1,1
"Primula sertulum","Franch.",2563680,0,0
"Primula sherriffiae","W.W.Sm.",2563718,1,1
"Primula sieboldii","é.Morren",2563729,50,21
"Primula sikkimensis","Hook.",2563723,47,14
"Primula silaensis","Petitm.",2563703,0,0
"Primula sinoexscapa","C.M.Hu",2563714,0,0
"Primula sinolisteri","Balf.f.",2563668,0,0
"Primula sinomollis","Balf.f.",2563636,0,0
"Primula sinoplantaginea","Balf.f.",2563630,3,2
"Primula sinuata","Franch.",2563634,1,
"Primula smithiana","Craib",2563629,3,3
"Primula yunnanensis subsp. socialis","(F.H.Chen & C.M.Hu) Halda",2564505,0,0
"Primula sonchifolia","Franch.",2563607,3,2
"Primula soongii","F.H.Chen & C.M.Hu",2563611,0,0
"Primula souliei","Franch.",2563614,0,0
"Primula spicata","Franch.",2563658,0,0
"Primula stenocalyx","Maxim.",2563663,0,0
"Primula stenodonta","Balf.f. ex W.W.Sm. & H.R.Fletcher",2563664,2,1
"Primula strumosa","Balf.f. & R.E.Cooper",2563640,3,2
"Primula subularia","W.W.Sm.",2563621,0,0
"Primula szechuanica","Pax",2563829,1,1
"Primula taliensis","Forrest",2563813,0,0
"Primula tangutica","Duthie",2563825,2,2
"Primula tanneri","King",2563805,0,0
"Primula tardiflora","(C.M.Hu) C.M.Hu",2563797,0,0
"Primula tayloriana","H.R.Fletcher",2563807,0,0
"Primula tenella","King ex G.Watt",2563836,0,0
"Primula tenuiloba","(G.Watt) Pax",2563828,0,0
"Primula tenuipes","F.H.Chen & C.M.Hu",2563847,0,0
"Primula tenuituba","C.M.Hu & Y.Y.Geng",2563850,0,0
"Primula tibetica","G.Watt",2563846,0,0
"Primula tongolensis","Franch.",2563857,0,0
"Primula tridentifera","F.H.Chen & C.M.Hu",2563833,0,0
"Primula triloba","Balf.f. & Forrest",2563835,0,0
"Primula tsariensis","W.W.Sm.",2563830,0,0
"Primula tsiangii","W.W.Sm.",2563622,0,0
"Primula tsongpenii","H.R.Fletcher",2563623,0,0
"Primula tzetsouensis","Petitm.",2563843,0,0
"Primula urticifolia","Maxim.",2563765,0,0
"Primula vaginata","G.Watt",2563757,0,0
"Primula valentiniana","Hand.-Mazz.",2563761,0,0
"Primula veitchiana","Petitm.",2563734,0,0
"Primula vialii","Delavay ex Franch.",2563739,92,21
"Primula vilmoriniana","Petitm.",2563782,0,0
"Primula violacea","W.W.Sm. & Kingdon-Ward",2563794,1,
"Primula violaris","W.W.Sm. & H.R.Fletcher",2563774,0,0
"Primula virginis","H.Lév.",2563788,0,0
"Primula waddellii","Balf.f. & W.W.Sm.",2564558,0,0
"Primula walshii","Craib",2564464,0,0
"Primula waltonii","G.Watt ex Balf.f.",2564465,22,9
"Primula wangii","F.H.Chen & C.M.Hu",2564466,0,0
"Primula watsonii","Dunn",2564472,5,3
"Primula wenshanensis","F.H.Chen & C.M.Hu",2564476,0,0
"Primula whitei","W.W.Sm.",2564469,4,2
"Primula wilsonii","Dunn",2564461,13,5
"Primula wollastonii","Balf.f.",2564455,1,
"Primula woodwardii","Balf.f.",2564456,0,0
"Primula woonyoungiana","W.P.Fang",2564457,0,0
"Primula youngeriana","W.W.Sm.",2564499,0,0
"Primula yunnanensis","Franch.",2564511,2,1
"Petrocodon guangxiensis","(Yan Liu & W.B.Xu) W.B.Xu & K.F.Chung",2997256,0,0
"Primulina guigangensis","L.Wu & Qiang Zhang",2914596,0,0
"Primulina tabacum","Hance",2533958,4,2
"Prinsepia scandens","Hayata",2958696,0,0
"Prinsepia sinensis","(Oliv.) Hallier",2997899,59,22
"Prinsepia uniflora","Batalin",2901796,78,16
"Prinsepia utilis","Royle",2958700,7,5
"Prismatomeris tetrandra","(Roxb.) K.Schum.",165482,1,1
"Reissantia arborea","(Roxb.) H.Hara",2416424,2,1
"Arnicratea cambodiana","(Pierre) N.Hallé",2653045,0,0
"Reissantia indica","(Willd.) N.Hallé",2416431,4,3
"Reissantia setulosa","(A.C.Sm.) N.Hallé",2416427,0,0
"Protium serratum","(Wall. ex Colebr.) Engl.",2414343,9,8
"Protium yunnanense","(Hu) Kalkman",2414274,0,0
"Prunella vulgaris subsp. asiatica","(Nakai) H.Hara",166025,5,3
"Prunella vulgaris subsp. hispida","(Benth.) Hultén",166034,0,0
"Prunella vulgaris","L.",166020,93,32
"Prunus cerasifera","Ehrh.",2959102,635,90
"Prunus salicina","Lindl.",2961487,63,26
"Prunus salicina var. mandshurica","(Skvortsov) Skvortsov & A.I.Baranov",2961491,5,3
"Przewalskia tangutica","Maxim.",2551946,2,1
"Psammochloa villosa","(Trin.) Bor",438216,0,0
"Psammosilene tunicoides","W.C.Wu & C.Y.Wu",2409727,0,0
"Psathyrostachys huashanica","Keng f. ex P.C.Kuo",438232,0,0
"Psathyrostachys juncea","(Fisch.) Nevski",438234,9,7
"Psathyrostachys kronenburgii","(Hack.) Nevski",438237,0,0
"Psathyrostachys lanuginosa","(Trin.) Nevski",438238,0,0
"Psephellus sibiricus","(L.) Wagenitz",3046357,3,2
"Pseudechinolaena polystachya","(Kunth) Stapf",438264,2,1
"Pseuderanthemum coudercii","Benoist",2406283,0,0
"Pseuderanthemum crenulatum","(Wall. ex Lindl.) Radlk.",2406282,3,2
"Pseuderanthemum haikangense","C.Y.Wu & H.S.Lo",2406700,0,0
"Pseuderanthemum latifolium","(Vahl) B.Hansen",2406419,3,2
"Pseuderanthemum polyanthum","(C.B.Clarke ex Oliv.) Merr.",2406374,0,0
"Pseuderanthemum shweliense","(W.W.Sm.) C.Y.Wu & C.C.Hu",2406407,0,0
"Pseuderanthemum teijsmannii","(T.Anderson ex C.B.Clarke) Stapf",2406394,0,0
"Pseudoarabidopsis toxophylla","(M.Bieb.) Al-Shehbaz, O'Kane & R.A.Price",2412437,1,
"Pseudochirita guangxiensis","(S.Z.Huang) W.T.Wang",2533951,0,0
"Pseudognaphalium adnatum","(DC.) Y.S.Chen",3092179,0,0
"Pseudognaphalium affine","(D.Don) Anderb.",3092186,1,
"Pseudognaphalium chrysocephalum","(Franch.) Hilliard & B.L.Burtt",3092287,0,0
"Pseudognaphalium flavescens","(Kitam.) Anderb.",3092317,0,0
"Pseudognaphalium hypoleucum","(DC.) Hilliard & B.L.Burtt",3092347,1,1
"Pseudognaphalium luteoalbum","(L.) Hilliard & B.L.Burtt",3091422,35,21
"Veronica alatavica","Popov",2453971,0,0
"Veronica daurica","Steven",2453753,16,9
"Veronica incana","L.",2462883,101,35
"Veronica ovata subsp. kiusiana","(Furumi) Albach",2609149,13,6
"Veronica linariifolia","Pall. ex Link",2462646,1,1
"Veronica longifolia","L.",2462752,183,47
"Veronica pinnata","L.",2463159,8,6
"Veronica rotunda","Nakai",2462120,0,0
"Veronica spicata","L.",2462229,315,62
"Veronica spuria","L.",2462224,57,20
"Pseudopogonatherum contortum","(Brongn.) A.Camus",438311,0,0
"Pseudopogonatherum filifolium","(S.L.Chen) H.Yu, Y.F.Deng & N.X.Zhao",438316,0,0
"Pseudoraphis balansae","Henrard",438328,0,0
"Pseudoraphis brunoniana","(Griff.) Pilg.",438329,0,0
"Pseudoraphis sordida","(Thwaites) S.M.Phillips & S.L.Chen",438336,1,1
"Pseudosasa aeria","T.H.Wen",438386,0,0
"Pseudosasa amabilis","(McClure) Keng f.",438388,4,2
"Pseudosasa brevivaginata","G.H.Lai",438396,0,0
"Pseudosasa cantorii","(Munro) Keng f.",438397,1,
"Pseudosasa gracilis","S.L.Chen & G.Y.Sheng",438400,0,0
"Pseudosasa hindsii","(Munro) S.L.Chen & G.Y.Sheng ex T.G.Liang",438404,11,7
"Pseudosasa japonica","(Siebold & Zucc. ex Steud.) Makino ex Nakai",438408,147,38
"Pseudosasa jiangleensis","N.X.Zhao & N.H.Xia",438417,0,0
"Pseudosasa longiligula","T.H.Wen",438420,0,0
"Pseudosasa maculifera","J.L.Lu",438423,0,0
"Pseudosasa orthotropa","S.L.Chen & T.H.Wen",438435,0,0
"Pseudosasa pubiflora","(Keng) Keng f. ex D.Z.Li & L.M.Gao",450912,0,0
"Pseudosasa subsolida","S.L.Chen & G.Y.Sheng",438447,0,0
"Pseudosasa viridula","S.L.Chen & G.Y.Sheng",438457,2,2
"Pseudosasa wuyiensis","S.L.Chen & G.Y.Sheng",438459,0,0
"Pseudosedum affine","(Schrenk) A.Berger",2410971,4,4
"Pseudosedum lievenii","(Ledeb.) A.Berger",2410973,3,2
"Pseudostachyum polymorphum","Munro",438475,1,
"Pseudostellaria davidi","(Franch.) Pax",2409751,1,1
"Pseudostellaria helanshanensis","W.Z.Di & Y.Ren",2409733,0,0
"Pseudostellaria heterantha","(Maxim.) Pax",2409732,0,0
"Pseudostellaria heterophylla","(Miq.) Pax",2409729,3,2
"Pseudostellaria himalaica","(Franch.) Pax",2409728,0,0
"Pseudostellaria japonica","(Korsh.) Pax",2409737,0,0
"Pseudostellaria polymorpha","Y.S.Lian",2898771,0,0
"Pseudostellaria rupestris","(Turcz.) Pax",2409766,0,0
"Pseudostellaria sylvatica","(Maxim.) Pax",2409186,0,0
"Pseudostellaria tianmushanensis","G.H.Xia & G.Y.Li",2904966,0,0
"Pseudostellaria tibetica","Ohwi",2409323,0,0
